node_a,node_b,bidirectional_n
1841960,196239,5
1897980,196239,8
1912164,196239,17
196239,197811,4
196239,1981617,2
196239,1987765,10
196239,199078,7
196239,1997596,1
196239,2001739,2
196239,2038667,2
196239,2042333,11
196239,2081562,3
196239,213290,5
196239,239133,2
196239,248178,2
196239,258503,3
196239,265730,3
196239,273492,20
196239,286746,1
196239,288909,8
196239,289181,7
196239,331408,2
196239,345382,8
196239,366288,1
196239,378101,5
196239,396030,3
196239,405703,4
196239,428815,3
196239,432283,11
196239,444898,2
196239,449821,3
196239,455752,2
196239,480467,17
196239,504300,3
196239,509358,1
196239,516262,1
196239,560114,2
196239,563629,3
196239,564947,2
196239,575483,7
196239,601331,7
196239,618278,5
196239,651614,1
196239,666534,2
196239,668211,4
196239,687631,1
196239,698208,11
196239,703792,3
196239,716681,7
196239,753790,4
196239,772368,3
196239,774775,10
196239,781274,2
196239,800878,6
196239,801862,6
196239,823913,3
196239,839736,6
196239,856573,3
196239,918404,1
196239,919935,27
196239,925233,3
196239,932874,13
196239,941146,2
196239,973062,50
196239,983693,3
196239,external196239,5
1866264,197786,21
197786,839736,4
197786,external197786,6
1028085,197811,2
1030195,197811,4
1048798,197811,7
1075494,197811,1
1082547,197811,2
1083305,197811,3
1084500,197811,8
1094296,197811,2
109455,197811,1
1108132,197811,1
1116385,197811,3
1130496,197811,2
1148414,197811,3
1152233,197811,1
116009,197811,1
1173915,197811,1
1184365,197811,1
1202675,197811,3
1234605,197811,1
124408,197811,1
1274841,197811,6
1280922,197811,3
1283332,197811,1
1295158,197811,3
1297787,197811,1
1305659,197811,1
1317709,197811,3
1319602,197811,2
1342832,197811,1
1346096,197811,2
1346967,197811,4
1351556,197811,5
1360715,197811,2
1366676,197811,2
1372177,197811,2
1373261,197811,1
1379128,197811,3
1381453,197811,5
1394918,197811,3
1399755,197811,1
1410699,197811,6
1412224,197811,1
1416116,197811,1
1426301,197811,1
1432187,197811,3
1446356,197811,1
1449824,197811,1
1452405,197811,1
1461327,197811,3
1490672,197811,4
1492009,197811,4
1492370,197811,4
1494148,197811,1
1495587,197811,2
1509340,197811,2
1513573,197811,3
1513840,197811,4
1521668,197811,4
1525975,197811,2
1528665,197811,1
1533011,197811,1
1537249,197811,1
1547150,197811,2
1554678,197811,1
1584066,197811,11
1607547,197811,1
1616474,197811,3
1623490,197811,1
1626629,197811,1
1632214,197811,6
1636010,197811,2
1638566,197811,3
1643468,197811,3
1651940,197811,5
1656601,197811,2
1678785,197811,3
1691480,197811,3
1695328,197811,5
1707585,197811,1
1735326,197811,8
1738212,197811,2
1739457,197811,2
1750125,197811,3
1751670,197811,3
1763715,197811,5
1764153,197811,2
1786133,197811,3
1791838,197811,7
1803705,197811,2
1830983,197811,1
1836866,197811,3
1848529,197811,7
1865282,197811,6
1871817,197811,4
1874534,197811,5
1882987,197811,1
1897980,197811,1
1906865,197811,5
1909047,197811,5
1936854,197811,4
1943228,197811,4
1944302,197811,1
1944495,197811,4
1952341,197811,1
1967769,197811,2
1971223,197811,10
197811,1983777,3
197811,1993180,5
197811,1997596,1
197811,1997632,1
197811,2001739,4
197811,2026615,2
197811,2037299,10
197811,204101,2
197811,2052043,3
197811,2068147,1
197811,2079003,2
197811,2083613,2
197811,215916,1
197811,220550,4
197811,226280,1
197811,239133,1
197811,242900,2
197811,248178,4
197811,250943,1
197811,256620,2
197811,265730,5
197811,266580,2
197811,273492,1
197811,286210,7
197811,287675,3
197811,295863,2
197811,303603,42
197811,312564,2
197811,33417,1
197811,349317,2
197811,356972,2
197811,357245,3
197811,375714,5
197811,405279,1
197811,415477,1
197811,437544,1
197811,437652,29
197811,448873,1
197811,455752,1
197811,479433,5
197811,480467,1
197811,48628,1
197811,504300,2
197811,506678,1
197811,509358,5
197811,530908,1
197811,551928,6
197811,560114,3
197811,567841,1
197811,581794,1
197811,597706,1
197811,601331,1
197811,618278,3
197811,643918,3
197811,644244,1
197811,667855,4
197811,677582,2
197811,697057,7
197811,713254,3
197811,727998,1
197811,731228,2
197811,74613,1
197811,748592,2
197811,754085,4
197811,757419,1
197811,800878,2
197811,805298,4
197811,810123,1
197811,813540,2
197811,813863,6
197811,818140,4
197811,821721,6
197811,824998,1
197811,839736,2
197811,843401,10
197811,848800,1
197811,896648,7
197811,910527,7
197811,918404,8
197811,923924,2
197811,932874,1
197811,934074,3
197811,936244,46
197811,941906,7
197811,963448,1
197811,970012,6
197811,983590,4
197811,985107,4
197811,985277,1
197811,external197811,3
1278894,198118,116
198118,590704,13
198118,839736,6
198118,external198118,6
1228908,198823,8
1284163,198823,1
198823,467470,6
198823,839736,2
1002597,199078,1
1020418,199078,2
1027078,199078,9
1028085,199078,6
1048798,199078,3
1050928,199078,1
1075494,199078,1
1089957,199078,6
1098358,199078,4
1114109,199078,3
1116329,199078,8
1116385,199078,3
1132076,199078,6
116009,199078,1
1170077,199078,3
1196711,199078,2
1202675,199078,4
1209234,199078,1
1231028,199078,2
1233318,199078,3
1241160,199078,2
1241516,199078,2
1241725,199078,2
1250941,199078,1
1255142,199078,4
1274841,199078,2
1276986,199078,2
1287379,199078,2
1297877,199078,3
1317574,199078,1
1319731,199078,11
1360715,199078,7
1368389,199078,2
1381070,199078,7
1381453,199078,2
1388022,199078,23
1393253,199078,2
1394918,199078,2
1399755,199078,13
1416673,199078,1
1426301,199078,3
1427875,199078,8
1430803,199078,5
1432187,199078,8
1432488,199078,2
1437636,199078,3
1449824,199078,1
1468447,199078,2
1469128,199078,6
1479571,199078,2
1485916,199078,2
1496683,199078,1
1513573,199078,3
1513840,199078,3
1514680,199078,5
1524498,199078,1
1527441,199078,1
1534016,199078,1
1544742,199078,1
1563653,199078,9
1564521,199078,2
1570102,199078,13
1584300,199078,3
1587254,199078,1
1607944,199078,3
1611783,199078,5
1616474,199078,8
1623490,199078,6
1626629,199078,2
1627198,199078,9
1638566,199078,2
164603,199078,1
1656601,199078,2
1660523,199078,2
1678785,199078,3
1682503,199078,2
1683311,199078,1
1687201,199078,3
1696753,199078,13
1707585,199078,1
171002,199078,1
1710420,199078,10
1731552,199078,2
1738212,199078,3
1740829,199078,3
1751670,199078,3
1756058,199078,3
1764441,199078,2
1804735,199078,2
1823484,199078,4
1835505,199078,2
1861552,199078,2
1862567,199078,2
1873607,199078,1
1875369,199078,1
1882987,199078,2
1897980,199078,13
1899005,199078,5
1899557,199078,1
1906865,199078,1
1909047,199078,3
1912164,199078,6
1920255,199078,4
1922244,199078,4
1946314,199078,2
1947928,199078,1
1952341,199078,2
1987765,199078,7
199078,1991168,6
199078,1994470,4
199078,1998752,4
199078,2013273,1
199078,2035914,2
199078,2038667,4
199078,2040759,5
199078,2041384,2
199078,2042333,1
199078,2051549,3
199078,205691,2
199078,2057133,2
199078,2076701,1
199078,2080368,2
199078,2085655,1
199078,225622,1
199078,226280,2
199078,232490,2
199078,239133,2
199078,245969,2
199078,248178,2
199078,258314,1
199078,265730,2
199078,266280,2
199078,273492,10
199078,287675,1
199078,288909,6
199078,289181,4
199078,308387,2
199078,313742,1
199078,325528,1
199078,345382,6
199078,356540,2
199078,357179,6
199078,357245,2
199078,374355,2
199078,378101,5
199078,380915,5
199078,382365,1
199078,383458,1
199078,405279,2
199078,408230,2
199078,422666,5
199078,432283,14
199078,437544,1
199078,444532,4
199078,444898,3
199078,449821,4
199078,455752,2
199078,468242,5
199078,474236,1
199078,476970,3
199078,480696,1
199078,49375,1
199078,509358,3
199078,539386,3
199078,560114,4
199078,567841,1
199078,575483,10
199078,585760,1
199078,591820,1
199078,602428,1
199078,618704,2
199078,637018,1
199078,642982,2
199078,643918,4
199078,651614,2
199078,6534,1
199078,668211,3
199078,677589,2
199078,685539,2
199078,686158,1
199078,686826,4
199078,687631,3
199078,690597,2
199078,698132,4
199078,698208,13
199078,700779,2
199078,703402,6
199078,708080,1
199078,711179,2
199078,716681,2
199078,724670,1
199078,731228,6
199078,742301,7
199078,742371,1
199078,744700,3
199078,753790,3
199078,757419,4
199078,757845,3
199078,772368,12
199078,774775,18
199078,775388,2
199078,78603,1
199078,797317,3
199078,800878,3
199078,801862,4
199078,810735,1
199078,816938,4
199078,821251,4
199078,822115,3
199078,824453,2
199078,839736,2
199078,841015,3
199078,841314,5
199078,845597,1
199078,848800,2
199078,872243,4
199078,873971,3
199078,880807,4
199078,889291,3
199078,910527,2
199078,910939,1
199078,916602,3
199078,919935,4
199078,931476,1
199078,932874,4
199078,936244,2
199078,938179,6
199078,941,1
199078,942846,1
199078,947258,2
199078,968967,1
199078,973062,7
199078,983693,13
199078,external199078,2
1138406,200828,28
200828,233616,22
200828,839736,2
200828,external200828,4
1144228,203167,16
1994529,203167,22
203167,2083613,6
203167,839736,6
203167,external203167,1
203184,2090691,20
203184,839736,4
203184,external203184,5
1042280,203445,23
1093721,203445,16
1127694,203445,19
1172390,203445,22
1262713,203445,23
1278894,203445,106
1284436,203445,19
1304658,203445,22
1435805,203445,17
1494697,203445,15
1497676,203445,23
1578523,203445,20
1684033,203445,25
1739364,203445,21
1745223,203445,24
1773283,203445,17
1836075,203445,21
1837146,203445,19
1860181,203445,19
1901680,203445,18
1919714,203445,22
1932220,203445,26
203445,209832,28
203445,218279,19
203445,300315,21
203445,393354,20
203445,401428,24
203445,534277,14
203445,538957,18
203445,682629,12
203445,750143,16
203445,764255,20
203445,804851,20
203445,839736,4
203445,868659,14
203445,912895,19
203445,977669,20
203445,986021,15
203445,external203445,1
1008448,204101,1
1028085,204101,2
1029726,204101,2
1045021,204101,2
1045980,204101,2
1088488,204101,1
1108132,204101,1
1116329,204101,4
1132076,204101,1
116009,204101,3
1184365,204101,43
1201175,204101,2
1203064,204101,2
1224245,204101,2
1248270,204101,4
1252119,204101,3
1255453,204101,1
1283332,204101,2
1297787,204101,1
1300247,204101,3
1305659,204101,3
1314084,204101,1
1317574,204101,1
131876,204101,1
1326863,204101,7
1346096,204101,3
1349992,204101,1
1357973,204101,2
1360715,204101,4
1372177,204101,3
1381453,204101,2
1394918,204101,4
1417243,204101,1
1430803,204101,3
1455873,204101,44
1456874,204101,7
1476568,204101,2
1481209,204101,2
1485450,204101,1
1508923,204101,3
1521668,204101,4
152338,204101,1
1527441,204101,1
1547860,204101,2
1570102,204101,1
1574967,204101,3
1584300,204101,2
1588412,204101,2
1597320,204101,2
1603900,204101,1
1607547,204101,5
1616474,204101,2
1626629,204101,4
1627198,204101,3
1632214,204101,8
1639202,204101,2
1652892,204101,2
1656601,204101,35
1695328,204101,3
1696753,204101,3
1731552,204101,2
1732392,204101,1
1735326,204101,1
1738212,204101,3
1773176,204101,1
1788413,204101,1
1812811,204101,2
1813981,204101,5
1830983,204101,1
1846978,204101,1
1873033,204101,3
1874534,204101,2
1908858,204101,2
1909047,204101,7
1914254,204101,1
1920255,204101,2
1936854,204101,1
1944495,204101,2
1946314,204101,1
1991646,204101,1
1994470,204101,1
2035914,204101,7
2037299,204101,1
204101,2049819,2
204101,2051549,5
204101,2068147,1
204101,2079003,6
204101,2081562,1
204101,2089499,2
204101,2091832,1
204101,211950,1
204101,223773,2
204101,241972,3
204101,248178,2
204101,250943,5
204101,266580,1
204101,277274,2
204101,287675,1
204101,288909,3
204101,298495,3
204101,303603,1
204101,309261,2
204101,33417,1
204101,357245,6
204101,374824,2
204101,382365,2
204101,415477,2
204101,420345,5
204101,422666,1
204101,437544,1
204101,437652,5
204101,442534,1
204101,462663,1
204101,474236,7
204101,480696,9
204101,510274,1
204101,516262,1
204101,521397,1
204101,557591,2
204101,560114,1
204101,575483,2
204101,585760,1
204101,598158,2
204101,618704,3
204101,637018,3
204101,640904,2
204101,644063,1
204101,649981,1
204101,667855,1
204101,688673,4
204101,6936,1
204101,697057,6
204101,703296,1
204101,710414,2
204101,723831,4
204101,734861,1
204101,735424,57
204101,737782,4
204101,739949,3
204101,774775,3
204101,781274,2
204101,794748,1
204101,801862,5
204101,805298,2
204101,809736,3
204101,818140,1
204101,818164,1
204101,821721,1
204101,824998,2
204101,837587,3
204101,839736,4
204101,841015,1
204101,848800,2
204101,865155,2
204101,874887,2
204101,910939,2
204101,923924,2
204101,928330,10
204101,935776,5
204101,936244,1
204101,941906,3
204101,947258,2
204101,95161,1
204101,953336,2
204101,973062,3
204101,985107,2
204101,985277,1
204101,992045,1
204101,99609,1
204101,external204101,2
205315,669571,18
205315,737536,14
205315,839736,8
205315,external205315,6
1042152,205691,2
1089957,205691,2
1117298,205691,3
1129455,205691,3
1130496,205691,2
1132076,205691,2
1170077,205691,2
1188816,205691,2
1197899,205691,2
1208151,205691,1
1208350,205691,3
1283332,205691,2
1284163,205691,6
1297867,205691,1
1312277,205691,1
1342832,205691,1
1345871,205691,2
1346096,205691,2
1360498,205691,3
1363807,205691,2
1381070,205691,4
1388022,205691,4
1415170,205691,2
1495961,205691,1
1509340,205691,2
1528665,205691,33
1537249,205691,1
1594431,205691,1
1611783,205691,1
1612579,205691,2
1678060,205691,1
1707585,205691,1
1721166,205691,22
1732683,205691,11
1754028,205691,1
1765818,205691,1
1786015,205691,4
1791156,205691,3
1804735,205691,2
18121,205691,1
1817739,205691,1
1822625,205691,2
1899005,205691,1
1909047,205691,3
1941455,205691,1
1944302,205691,3
1960107,205691,2
1967769,205691,2
1991168,205691,1
2001739,205691,3
205691,2079904,2
205691,2095583,3
205691,215916,2
205691,257896,2
205691,286210,3
205691,292049,3
205691,346310,2
205691,378101,5
205691,398292,1
205691,423456,2
205691,437652,2
205691,494296,1
205691,560114,3
205691,577528,3
205691,596587,1
205691,617164,2
205691,618704,4
205691,637018,1
205691,644063,1
205691,667855,1
205691,677589,2
205691,683323,10
205691,706731,1
205691,748592,4
205691,753790,4
205691,835642,1
205691,839736,6
205691,856067,2
205691,970547,3
205691,983693,1
205691,external205691,5
1062596,206661,20
1133935,206661,18
1180901,206661,14
1223224,206661,17
1260667,206661,13
1267964,206661,13
1278894,206661,112
1323375,206661,13
1332962,206661,17
1333640,206661,14
1393239,206661,16
1419751,206661,12
1488905,206661,12
1527872,206661,16
1552214,206661,17
1578455,206661,14
1589400,206661,12
1690335,206661,16
1743471,206661,18
1778371,206661,13
1878687,206661,18
1935883,206661,16
1945731,206661,15
206661,280592,19
206661,426427,13
206661,507501,11
206661,538702,13
206661,544838,12
206661,572089,29
206661,658416,16
206661,802526,9
206661,821572,19
206661,839736,2
206661,848941,14
206661,923097,13
206661,996760,26
206661,external206661,3
206687,839736,8
206687,external206687,7
1771245,207136,14
1789535,207136,7
1823549,207136,10
207136,231065,16
207136,522711,17
207136,839736,4
207136,external207136,4
207300,215593,16
207300,231401,16
207300,external207300,3
207530,232274,30
207530,839736,6
207530,external207530,3
1042280,209832,33
1093721,209832,22
1127694,209832,27
1172390,209832,31
1262713,209832,29
1278894,209832,108
1284436,209832,24
1304658,209832,27
1435805,209832,25
1494697,209832,23
1497676,209832,31
1578523,209832,30
1684033,209832,30
1739364,209832,28
1745223,209832,30
1773283,209832,26
1836075,209832,29
1837146,209832,30
1860181,209832,25
1901680,209832,24
1919714,209832,32
1932220,209832,32
209832,218279,26
209832,300315,29
209832,393354,23
209832,401428,31
209832,534277,23
209832,538957,27
209832,682629,21
209832,750143,25
209832,764255,24
209832,804851,21
209832,839736,4
209832,868659,19
209832,912895,30
209832,977669,26
209832,986021,25
209832,external209832,5
1049061,210814,27
1079396,210814,33
1130496,210814,1
1143639,210814,39
1147212,210814,2
1152233,210814,1
1152246,210814,28
1161488,210814,7
1194287,210814,27
1231028,210814,1
1237943,210814,28
1269351,210814,29
1278894,210814,118
1283332,210814,3
1297882,210814,12
1312277,210814,28
1317574,210814,3
1317709,210814,26
1325295,210814,20
1366970,210814,27
1373006,210814,7
1425352,210814,28
1452405,210814,30
1456874,210814,3
1492679,210814,9
1524498,210814,28
1534016,210814,3
1594431,210814,30
1636826,210814,6
1651940,210814,40
1706538,210814,38
1749109,210814,3
1763807,210814,11
1770468,210814,37
1786015,210814,24
1796195,210814,33
1815816,210814,26
1830983,210814,30
1831128,210814,10
1865282,210814,5
1881823,210814,6
1936854,210814,29
1941455,210814,36
1946142,210814,27
1984246,210814,2
2047880,210814,43
2074966,210814,8
210814,211950,35
210814,263393,4
210814,266349,29
210814,295863,39
210814,303603,3
210814,324556,2
210814,342516,30
210814,398487,31
210814,437652,5
210814,477978,2
210814,531338,30
210814,536972,26
210814,557026,28
210814,567841,30
210814,580064,4
210814,580486,34
210814,591820,2
210814,592391,3
210814,598158,1
210814,609256,28
210814,618704,2
210814,642982,3
210814,727998,10
210814,744700,5
210814,753509,32
210814,800081,26
210814,813540,39
210814,821251,3
210814,839736,4
210814,841387,29
210814,843401,37
210814,888093,27
210814,918404,5
210814,931698,26
210814,952821,33
210814,985277,4
210814,991160,30
210814,992045,2
210814,external210814,5
1095099,211020,22
1278894,211020,108
1769864,211020,16
211020,839736,2
211020,external211020,3
1065491,211284,15
1067572,211284,19
1216465,211284,16
1251090,211284,23
1310766,211284,15
1382417,211284,19
1397942,211284,19
1412631,211284,20
1549361,211284,16
1587850,211284,17
1706832,211284,16
1743366,211284,19
1799033,211284,15
1821472,211284,23
1822174,211284,14
1862455,211284,21
1955205,211284,16
211284,217614,16
211284,238279,23
211284,258535,15
211284,570711,15
211284,593615,21
211284,614267,14
211284,686348,24
211284,704378,17
211284,758067,23
211284,829110,18
211284,839736,8
211284,883302,21
211284,996268,31
211284,external211284,4
1012664,211950,2
1049061,211950,37
1079396,211950,39
1143639,211950,37
1152246,211950,35
1157004,211950,3
1161488,211950,8
1194287,211950,34
1237943,211950,35
1269351,211950,39
1289734,211950,1
1297882,211950,12
1300247,211950,11
13052,211950,1
1312277,211950,35
1317709,211950,35
1319731,211950,2
1325295,211950,28
1351556,211950,3
1366970,211950,31
1373006,211950,8
1394918,211950,4
1399755,211950,4
1412224,211950,3
1425352,211950,36
1452405,211950,37
1492679,211950,10
1524498,211950,33
1537249,211950,1
1594431,211950,34
1627198,211950,2
1636826,211950,7
1651940,211950,43
1706538,211950,43
1728432,211950,7
1731552,211950,2
1735326,211950,5
1750125,211950,4
1754028,211950,1
1763807,211950,12
1770468,211950,42
1786015,211950,30
1796195,211950,41
1815816,211950,36
1830983,211950,37
1831128,211950,11
1846280,211950,2
1871332,211950,7
1936854,211950,47
1941455,211950,38
1946142,211950,32
1981617,211950,7
1984246,211950,3
2001739,211950,6
2017643,211950,2
2047880,211950,51
2074966,211950,8
211950,241972,4
211950,258314,2
211950,263393,4
211950,266349,32
211950,268856,2
211950,292049,1
211950,295863,44
211950,342516,39
211950,398487,37
211950,446167,9
211950,449821,1
211950,500451,5
211950,531338,40
211950,532424,2
211950,536972,33
211950,557026,35
211950,567841,36
211950,580486,36
211950,592391,5
211950,609256,32
211950,630587,4
211950,640904,3
211950,644063,2
211950,703792,1
211950,710414,4
211950,753509,36
211950,800081,31
211950,813540,44
211950,839736,6
211950,841387,37
211950,843401,40
211950,888093,44
211950,925233,2
211950,931698,37
211950,952821,36
211950,991160,39
211950,external211950,4
1278894,213290,66
213290,839736,14
213290,919935,4
213290,973062,4
213290,external213290,4
214139,839736,4
214139,866601,17
214139,external214139,5
215593,231401,9
215593,839736,4
215593,external215593,2
1042152,215916,37
1083305,215916,44
1116385,215916,6
1188816,215916,37
1197655,215916,32
1208008,215916,41
1208350,215916,1
1252119,215916,35
1283210,215916,40
13052,215916,1
1305795,215916,7
1314084,215916,46
1329291,215916,6
1336623,215916,35
1345871,215916,10
1346096,215916,12
1349217,215916,38
1363807,215916,3
1366676,215916,44
1371106,215916,1
1372177,215916,44
1391505,215916,38
1409736,215916,9
1415170,215916,38
1446794,215916,43
1495961,215916,5
1500409,215916,5
1511459,215916,9
1513573,215916,3
1522908,215916,1
1565062,215916,2
1754028,215916,42
1755533,215916,37
1791838,215916,36
1815816,215916,5
1830983,215916,3
1838792,215916,45
1852766,215916,8
1873033,215916,40
1875935,215916,2
1885677,215916,39
1892706,215916,2
1909047,215916,6
1946314,215916,37
1949435,215916,1
1967769,215916,4
2000800,215916,35
2001739,215916,5
2007219,215916,35
2010383,215916,46
2049559,215916,1
215916,255983,45
215916,257896,7
215916,258314,2
215916,302331,37
215916,313274,34
215916,331408,1
215916,352736,37
215916,405703,2
215916,410025,8
215916,415477,42
215916,449158,39
215916,455154,44
215916,462140,39
215916,462663,1
215916,480776,41
215916,492974,1
215916,494296,1
215916,500215,4
215916,543168,44
215916,566662,41
215916,577528,44
215916,590105,39
215916,596587,3
215916,667855,2
215916,699874,40
215916,706731,7
215916,748592,3
215916,750980,45
215916,755524,2
215916,759256,47
215916,762079,47
215916,811548,39
215916,835642,5
215916,839736,8
215916,845597,2
215916,856067,5
215916,896648,45
215916,923529,44
215916,923924,42
215916,998481,9
215916,external215916,4
1219503,216057,4
2004816,216057,7
216057,839736,2
216057,external216057,6
1032029,216278,1
1040142,216278,2
1045980,216278,4
1047819,216278,2
1051158,216278,37
1060157,216278,32
1071678,216278,22
1084500,216278,2
1089790,216278,4
1089957,216278,1
1109689,216278,3
1147212,216278,1
1165425,216278,2
1170077,216278,1
1173915,216278,2
1176667,216278,30
1182208,216278,2
1196711,216278,2
1218456,216278,32
1234605,216278,5
1241516,216278,24
1278894,216278,90
1289734,216278,29
1292929,216278,2
1359382,216278,23
1396757,216278,25
1430803,216278,8
1449824,216278,2
1459714,216278,12
1485450,216278,1
1491664,216278,28
1496683,216278,1
1508923,216278,1
1521668,216278,2
1527441,216278,1
1530719,216278,4
1533011,216278,1
1584066,216278,27
1612579,216278,2
1616474,216278,6
1624321,216278,19
1651940,216278,1
1678060,216278,18
1682503,216278,27
1731552,216278,1
1739457,216278,25
1749548,216278,27
1751670,216278,2
1764153,216278,1
1788018,216278,29
1791156,216278,2
1796195,216278,4
1796737,216278,1
1804735,216278,29
1812811,216278,1
1813380,216278,1
1822625,216278,2
1848663,216278,27
1871332,216278,1
1882987,216278,31
1885933,216278,1
1897980,216278,2
1911267,216278,24
1920255,216278,5
1932614,216278,24
1991168,216278,19
2028099,216278,3
2035914,216278,1
2042333,216278,3
2051549,216278,2
2057133,216278,27
2076701,216278,2
2079003,216278,1
2081131,216278,1
2089499,216278,1
216278,227048,32
216278,239338,2
216278,245969,26
216278,287675,26
216278,324556,1
216278,331408,2
216278,338530,3
216278,355680,19
216278,374745,1
216278,380915,8
216278,38492,1
216278,392869,1
216278,444297,28
216278,455154,5
216278,462663,1
216278,48628,1
216278,511781,4
216278,516262,27
216278,518531,3
216278,531338,2
216278,532424,1
216278,537824,36
216278,551928,3
216278,557591,1
216278,589598,1
216278,597706,1
216278,601331,1
216278,624372,1
216278,629470,27
216278,638964,27
216278,64694,1
216278,668211,23
216278,674611,24
216278,677589,26
216278,6936,1
216278,697057,1
216278,708080,2
216278,711179,1
216278,715390,1
216278,716681,24
216278,734861,28
216278,736972,2
216278,73832,1
216278,787796,1
216278,794748,2
216278,800878,2
216278,801862,2
216278,805298,1
216278,818140,7
216278,818164,27
216278,83376,1
216278,839736,2
216278,845597,3
216278,874887,3
216278,900022,8
216278,931049,2
216278,931698,1
216278,943737,24
216278,983693,2
216278,992334,2
216278,993195,31
216278,external216278,2
1498976,217095,28
217095,839736,4
217095,external217095,7
1012664,217150,29
1042152,217150,1
1108483,217150,3
1128580,217150,30
1134424,217150,1
1173076,217150,3
1181215,217150,1
1182208,217150,3
1188816,217150,1
1192794,217150,3
1221753,217150,5
1246313,217150,38
1248270,217150,29
1250941,217150,27
1300247,217150,28
1325295,217150,1
1334972,217150,33
1366970,217150,2
1381640,217150,2
1385557,217150,3
1388022,217150,1
1388162,217150,31
1391505,217150,1
1399755,217150,25
1400547,217150,3
1412224,217150,1
1416116,217150,2
1425469,217150,3
1426301,217150,21
1427875,217150,28
1432187,217150,28
1446246,217150,29
1446356,217150,21
1449824,217150,4
1456874,217150,3
1480703,217150,28
1481209,217150,1
1494148,217150,4
1496683,217150,1
1508923,217150,2
1509307,217150,18
1514680,217150,22
1537249,217150,4
1563928,217150,2
1588412,217150,23
1623035,217150,23
1643467,217150,22
1658699,217150,4
1660523,217150,1
1668783,217150,1
1678214,217150,2
1681027,217150,32
1683303,217150,2
171002,217150,1
178304,217150,1
1800174,217150,8
1803705,217150,3
1814880,217150,3
1817739,217150,8
1830983,217150,1
1846010,217150,4
1897980,217150,6
1899557,217150,22
1908858,217150,24
1912012,217150,3
1937657,217150,3
1938066,217150,3
1944302,217150,5
1967769,217150,25
1970360,217150,7
2007219,217150,2
2028099,217150,3
2038667,217150,3
217150,220592,6
217150,223773,30
217150,241855,1
217150,256620,2
217150,258314,2
217150,265730,2
217150,273492,25
217150,286210,29
217150,286746,1
217150,291785,24
217150,298495,3
217150,313274,1
217150,38492,1
217150,393107,2
217150,396030,1
217150,398487,7
217150,40881,1
217150,422666,1
217150,427493,1
217150,432283,3
217150,444761,2
217150,462736,3
217150,474236,6
217150,480467,3
217150,485743,2
217150,500215,33
217150,504300,27
217150,530908,35
217150,543168,1
217150,546825,2
217150,557591,1
217150,561890,2
217150,563629,38
217150,577528,2
217150,581794,1
217150,583339,34
217150,585760,2
217150,596234,3
217150,602428,3
217150,618278,1
217150,619203,20
217150,647535,7
217150,688673,6
217150,695020,3
217150,703296,31
217150,708080,2
217150,715390,1
217150,721255,15
217150,728622,3
217150,731443,20
217150,750980,1
217150,755524,27
217150,756638,1
217150,762079,6
217150,776705,3
217150,779535,4
217150,801862,3
217150,810123,28
217150,821721,30
217150,824998,36
217150,837587,2
217150,839736,2
217150,856067,20
217150,865037,6
217150,884977,2
217150,901297,6
217150,918738,34
217150,933372,23
217150,935776,3
217150,938179,30
217150,938197,2
217150,941906,33
217150,947320,24
217150,985277,25
217150,986349,2
217150,992045,24
217150,992334,7
217150,external217150,3
1278894,217385,103
1439010,217385,14
1861552,217385,4
217385,651614,5
217385,687631,8
217385,839736,2
217385,872243,4
217385,external217385,6
1065491,217614,15
1067572,217614,16
1216465,217614,16
1251090,217614,26
1310766,217614,15
1382417,217614,17
1397942,217614,17
1412631,217614,19
1549361,217614,19
1587850,217614,15
1706832,217614,17
1743366,217614,19
1799033,217614,11
1821472,217614,23
1822174,217614,16
1862455,217614,20
1955205,217614,15
217614,238279,18
217614,258535,19
217614,570711,18
217614,593615,17
217614,614267,15
217614,686348,23
217614,704378,20
217614,758067,19
217614,829110,13
217614,883302,24
217614,996268,31
217614,external217614,6
217701,600044,14
217701,839736,8
217701,894528,16
217701,external217701,4
218084,839736,12
218084,external218084,5
1042280,218279,20
1093721,218279,20
1127694,218279,21
1172390,218279,21
1262713,218279,22
1284436,218279,19
1304658,218279,21
1435805,218279,20
1494697,218279,17
1497676,218279,26
1578523,218279,23
1684033,218279,24
1739364,218279,23
1745223,218279,27
1773283,218279,20
1836075,218279,25
1837146,218279,24
1860181,218279,21
1901680,218279,21
1919714,218279,24
1932220,218279,25
218279,300315,19
218279,393354,20
218279,401428,28
218279,534277,18
218279,538957,22
218279,682629,16
218279,750143,17
218279,764255,19
218279,804851,22
218279,839736,2
218279,868659,16
218279,912895,20
218279,977669,21
218279,986021,18
218279,external218279,4
1030195,220550,1
1032029,220550,34
104177,220550,1
1045021,220550,49
1060157,220550,2
1082547,220550,33
1083305,220550,2
1098358,220550,34
1099386,220550,4
1125646,220550,12
1133806,220550,3
1138420,220550,2
1152233,220550,32
116009,220550,1
1165425,220550,27
1173915,220550,5
1178195,220550,33
1191435,220550,3
1224245,220550,36
1231028,220550,34
1234713,220550,6
1246650,220550,4
1274841,220550,6
1278894,220550,100
1283679,220550,1
1321359,220550,3
1346967,220550,21
1349217,220550,2
1349992,220550,1
1360498,220550,3
1372177,220550,4
1373261,220550,5
1379128,220550,1
1405426,220550,42
1410699,220550,38
1417243,220550,34
1449824,220550,27
1459714,220550,32
1480703,220550,1
1490672,220550,36
